orig_idx,review_idx,sentence_idx,sentence,analysis_category,sentiment,Score,ProductId,review_dt,year_month,embedding,cluster_id,cluster_conf,len,sent_len,high_theme,sub_theme
116,60,1,"raw goat milk is one of the closest and most nurishing milk to give a baby other then breastmilk, and when we cant get raw milk we go with powdered!",dairy,positive,5,B001E5DZTS,2010-08-30 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[ 0.00504222 -0.00250226 -0.03581455 ...  0.00948715  0.00408829
 -0.00145627]",16,1.0,148,148,Other,
117,60,2,it sits well in his belly and digest great!,dairy,positive,5,B001E5DZTS,2010-08-30 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.03297853 -0.00673569 -0.00465847 ... -0.00048439 -0.00392005
 -0.00622842]",33,1.0,43,43,Flavor & Quality,Sweetness
118,61,0,"we will continue to purchase this item. my daughter loves her ""goat milk"". :)",dairy,positive,5,B001E5DZTS,2011-10-14 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[ 0.05655364 -0.02127902 -0.0203832  ...  0.01495633  0.03746873
  0.01351523]",16,1.0,77,77,Other,
119,62,0,my dad brought some home from his home town in new york. love it. great marinade.,condiments,positive,5,B000RY8Z88,2010-07-18 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.01773071  0.00852978 -0.07307054 ...  0.00112342 -0.02453989
 -0.03804842]",2,1.0,81,81,Flavor & Quality,Herbal
120,62,1,we skewer beef or moose cubes after letting them sit in marinade. love it!,condiments,positive,5,B000RY8Z88,2010-07-18 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.01795084 -0.04456    -0.05517609 ...  0.00843772 -0.0055183
  0.00565272]",14,1.0,74,74,Flavor & Quality,Herbal
127,66,0,this is about the strongest k cup i've purchased.,coffee,positive,4,B003VXFK44,2011-01-10 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.01905033 -0.01029748 -0.01804842 ...  0.01970436  0.00101844
  0.00582364]",17,1.0,49,49,Brewing/Use Convenience,
128,66,1,"i like my coffee strong, and before buying a k cup coffee maker, always purchased french roast whole bean and brewed strong coffee.",coffee,positive,4,B003VXFK44,2011-01-10 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.03880383 -0.03662703 -0.02855867 ... -0.01012094 -0.00286592
 -0.01211437]",17,1.0,131,131,Brewing/Use Convenience,
129,66,2,brewing this in a k cup machine at an 8 ounce cup will definately provide you with a strong cup of coffee.,coffee,positive,4,B003VXFK44,2011-01-10 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.04028489  0.01351994  0.03655525 ... -0.01807441 -0.01863625
  0.00879215]",17,1.0,106,106,Brewing/Use Convenience,
139,71,0,well my dog seems to like these very much.,baby & pet,positive,5,B0007A0AP8,2008-03-29 00:00:00+00:00,2008-03-01 00:00:00+00:00,"[ 0.01381532 -0.03328529  0.01629566 ... -0.00773016 -0.01982981
 -0.04258975]",9,1.0,42,42,Other,
140,72,0,i love this coffee - it's one of my all time favorites - it has the best flavor and i like the light roast. excellent!!!!,coffee,positive,5,B006N3IG4K,2012-01-20 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.0293942  -0.04547783 -0.0264363  ...  0.01703878  0.0338516
  0.00205924]",23,1.0,121,121,Flavor & Quality,Caffeine
141,73,0,my cats are more enthusiastic about turducken than just about any other cat food.,baby & pet,positive,5,B000N648QS,2012-08-19 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-6.1787809e-03 -3.9217067e-03 -1.1623450e-02 ...  3.4438897e-02
 -1.6845953e-02 -5.6044504e-05]",31,1.0,81,81,Health/Nutrition,
142,73,1,"even my laperm, who usually just gives me ""silent meows,"" manages to squeak out an audible meow when i start putting this on a plate.",baby & pet,positive,5,B000N648QS,2012-08-19 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[ 0.02552374 -0.01230635 -0.01476472 ...  0.02576958 -0.02384626
  0.00819218]",31,1.0,133,133,Health/Nutrition,
143,73,2,"the ingredients are much higher quality than many brands, too (no by-products, corn, etc.).",baby & pet,positive,5,B000N648QS,2012-08-19 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.01583041  0.00744474 -0.02111992 ...  0.02700705 -0.03008413
  0.00287045]",28,1.0,91,91,Health/Nutrition,
147,75,0,"what on earth am i going to do with 12 of them?"".",drink,positive,5,B001EQ5IPQ,2010-02-17 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[ 0.03027812  0.01395674  0.05338081 ... -0.00324627  0.00249203
 -0.00119675]",34,1.0,49,49,Flavor & Quality,Fruitiness
148,75,1,"an easy way to get potassium was what i was looking for, but when i took my first sip i was hooked!",drink,positive,5,B001EQ5IPQ,2010-02-17 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.04174386 -0.04951139 -0.06795266 ...  0.01011892  0.0009858
  0.0025545 ]",32,1.0,99,99,Health/Nutrition,
149,75,2,"not only is this loaded with the potassium i needed for my nightly leg cramps, it has a mild, pleasant flavor.",drink,positive,5,B001EQ5IPQ,2010-02-17 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.00297143 -0.00093638 -0.06261028 ...  0.01333638  0.00096305
  0.009344  ]",32,1.0,110,110,Health/Nutrition,
153,82,0,i had a recipe that called for a lot of dark chili powder and the only place i could find it was amazon.com.,seasoning & spice,positive,5,B0001VWGWI,2012-04-21 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.01445871 -0.05299488 -0.04162836 ... -0.0192742  -0.01675645
 -0.00752879]",38,1.0,108,108,Availability/Stock,
154,82,1,i bought a jar of this and it made two batches of the chili recipe i have.,seasoning & spice,positive,5,B0001VWGWI,2012-04-21 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.01012006 -0.03722903 -0.05686954 ... -0.0380818   0.00350105
 -0.00696212]",7,1.0,74,74,Flavor & Quality,Herbal
155,82,2,the chili was the best i'd ever made.,seasoning & spice,positive,5,B0001VWGWI,2012-04-21 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.00198134 -0.04953957 -0.06639628 ... -0.01443984  0.0175928
 -0.05839732]",7,1.0,37,37,Flavor & Quality,Herbal
156,83,0,i have begun to use this tea after doing three natural gallbladder/liver cleanses and watching the stones come out like crazy when the doctors could not figure out why i had so much pain.,tea,positive,5,B000LKZL76,2010-07-20 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.02667443 -0.00144713  0.01582982 ... -0.00331068 -0.00018661
  0.00519785]",3,1.0,187,187,Flavor & Quality,Fruitiness
157,83,1,"the cleanses have helped, but i am now two days in using the tea and have absolutely seen a rise in energy.",tea,positive,5,B000LKZL76,2010-07-20 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.05172808  0.01719042 -0.01307678 ...  0.00629712 -0.01710597
 -0.01325773]",25,1.0,107,107,Flavor & Quality,Aroma
158,83,2,the tea tastes great with added mint leaves!,tea,positive,5,B000LKZL76,2010-07-20 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[ 7.7678501e-03 -9.1278180e-03  5.1191794e-03 ... -2.8220814e-02
  8.8308817e-03  6.2542182e-05]",3,1.0,44,44,Flavor & Quality,Fruitiness
159,84,0,i've used this product for over 20 years but it's not always available locally.,drink,positive,5,B000B6MV8M,2011-07-09 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.01996804  0.02107821 -0.01238439 ...  0.00926391  0.00690105
 -0.00947394]",37,1.0,79,79,Availability/Stock,
160,84,1,i was glad to find it on amazon.,drink,positive,5,B000B6MV8M,2011-07-09 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[ 0.00982746 -0.01905561 -0.0372306  ...  0.03057704 -0.03199581
  0.00432971]",38,1.0,32,32,Availability/Stock,
161,84,2,it is also good for making ranch fries.,drink,positive,5,B000B6MV8M,2011-07-09 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.02896659 -0.02241114 -0.03770721 ...  0.00901375 -0.02442308
 -0.00369411]",26,1.0,39,39,Flavor & Quality,Bitterness
162,88,0,***** white rose velvet garden white tea is an exciting and unusual premium numi tea.,tea,positive,5,B000PSNJXC,2007-09-26 00:00:00+00:00,2007-09-01 00:00:00+00:00,"[-0.03253096 -0.0325065  -0.02118181 ... -0.01473677  0.0042437
 -0.01702372]",3,1.0,85,85,Flavor & Quality,Fruitiness
163,88,1,"it is a white tea, more rare than other types of teas and less processed as well, having been only plucked and dried (not oxidized).",tea,positive,5,B000PSNJXC,2007-09-26 00:00:00+00:00,2007-09-01 00:00:00+00:00,"[-0.01736156  0.02112131  0.0050245  ... -0.03644777 -0.01524597
 -0.00152201]",3,1.0,132,132,Flavor & Quality,Fruitiness
164,88,2,some people find white tea a subtler and more enjoyable type of tea experience (i know i do).,tea,positive,5,B000PSNJXC,2007-09-26 00:00:00+00:00,2007-09-01 00:00:00+00:00,"[-0.00231715  0.0038973  -0.01157986 ... -0.0218508  -0.01246427
  0.01390291]",3,1.0,93,93,Flavor & Quality,Fruitiness
165,89,0,nutiva is a company based out of sebastopol.... california.,staples,positive,5,B004GU3YXU,2012-04-20 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.00468333  0.00210915  0.01741321 ...  0.03621852  0.03852268
 -0.03223424]",28,1.0,59,59,Health/Nutrition,
166,89,1,"their hemp seed is excellent for stir fries, salads, and their 13 ounce pouches last awhile.",staples,positive,5,B004GU3YXU,2012-04-20 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.02731232 -0.03153536 -0.01514297 ... -0.00433236 -0.02163995
 -0.00200532]",29,1.0,92,92,Flavor & Quality,Herbal
167,89,2,"i've used their hemp seed as a substitute for sesame seed in stir fries in simply in season expanded edition (world community cookbook) , as well as in the mayan wonder bars and rasta pasta primavera in vegan fusion world cuisine: extraordinary recipes & timeless wisdom from the celebrated blossoming lotus restaurants .",staples,positive,5,B004GU3YXU,2012-04-20 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.01418229 -0.04092455 -0.01352813 ... -0.01325338 -0.02377235
 -0.00601832]",29,1.0,321,321,Flavor & Quality,Herbal
168,90,0,both my cats love whiskas in any flavor.,baby & pet,positive,5,B0029NVMXA,2012-07-15 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.01251985 -0.02209754 -0.01807032 ... -0.00979678 -0.00639556
  0.01930143]",31,1.0,40,40,Health/Nutrition,
169,90,1,"my female cat, sophie, is usually the one that takes little bits until it is gone.",baby & pet,positive,5,B0029NVMXA,2012-07-15 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[ 0.03131961 -0.01447678  0.02780713 ... -0.01589153 -0.02575819
  0.02296528]",30,1.0,82,82,Health/Nutrition,
170,90,2,"when she hears me tearing the whiskas pouches, she flys into the kitchen and waits patiently for her food.",baby & pet,positive,5,B0029NVMXA,2012-07-15 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.01410282  0.01899614  0.00773522 ...  0.0325469  -0.01034499
 -0.02388947]",30,1.0,106,106,Health/Nutrition,
174,94,0,"i make my loose tea in a coffeemaker that has never been used for coffee, and i use unbleached filters to hold the tea.",coffee,positive,5,B000EM6PC6,2011-01-30 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.02341791  0.01302317 -0.00565526 ...  0.01085264 -0.0098536
 -0.02970947]",3,1.0,119,119,Flavor & Quality,Fruitiness
175,94,1,the tea is fresh and so flavorful you wont believe it.,coffee,positive,5,B000EM6PC6,2011-01-30 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.00482345 -0.00255123 -0.06896504 ... -0.01871652 -0.0092877
  0.00226901]",3,1.0,54,54,Flavor & Quality,Fruitiness
176,94,2,"there is no dust in this tea as in teabags, just real tea.",coffee,positive,5,B000EM6PC6,2011-01-30 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.01949791  0.0344853   0.00732663 ...  0.00433154  0.01624031
 -0.00769058]",3,1.0,58,58,Flavor & Quality,Fruitiness
181,97,0,i can no longer buy this in my area so was thrilled to find it on amazon.,candy,positive,5,B000WL167S,2012-06-13 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[ 0.01291269 -0.00244214 -0.04339823 ...  0.01015086 -0.00948512
  0.01533176]",38,1.0,73,73,Availability/Stock,
182,97,1,it is one of my favorite breath mints which i keep in various places around my home as well as in both of my cars.,candy,positive,5,B000WL167S,2012-06-13 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[ 0.01500635 -0.01875148 -0.03094252 ... -0.03406777 -0.01383115
  0.0397242 ]",20,1.0,114,114,Other,
183,98,0,i was afraid it would have some additional flavor that i wouldnt like.,seasoning & spice,positive,5,B005HB4HGU,2012-04-25 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.01349126 -0.04467134 -0.05853486 ...  0.02080812  0.01296496
 -0.016418  ]",24,1.0,70,70,Flavor & Quality,Bitterness
184,98,1,"i like the pink color, but glad it doesnt come out pink.",seasoning & spice,positive,5,B005HB4HGU,2012-04-25 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.00740574 -0.04192752 -0.04563342 ...  0.06040858 -0.00257505
  0.05241546]",34,1.0,56,56,Flavor & Quality,Fruitiness
185,99,0,it will make all your dishes taste better.,seasoning & spice,positive,5,B005HB4HGU,2012-04-02 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.00398242 -0.02365556 -0.04699252 ...  0.00763297 -0.02356263
 -0.02316439]",20,1.0,42,42,Other,
186,100,0,i was introduced to ghee during my yoga studies in southern india.,snack,positive,5,B0032RPLSY,2012-07-13 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.03594935 -0.00716785 -0.0337706  ...  0.01821804  0.03293619
  0.00167897]",0,1.0,66,66,Flavor & Quality,Sweetness
187,100,1,this is the best ghee i have found in the u.s.,snack,positive,5,B0032RPLSY,2012-07-13 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.02049425  0.00173875 -0.0409885  ...  0.01641586  0.00696779
  0.01401229]",7,1.0,46,46,Flavor & Quality,Herbal
188,100,2,"it is slightly superior to the ancient organics brand, in my opinion, due to richer color and flavor. thanks to the website, i now pop my own organic popcorn in ghee, as well as using it almost exclusively to cook with, as the heat does not destroy its beneficial properties. as someone who used to be afraid of fat, i am so glad i discovered this ghee.",snack,positive,5,B0032RPLSY,2012-07-13 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.03104828 -0.00740862 -0.03387589 ... -0.00116778  0.01170548
 -0.0154687 ]",0,1.0,353,353,Flavor & Quality,Sweetness
189,101,0,i love that this ghee is organic and grass-fed.,snack,positive,5,B0032RPLSY,2012-01-30 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00207385  0.00145935 -0.04365085 ...  0.02825937  0.01405473
  0.0151916 ]",28,1.0,47,47,Health/Nutrition,
190,101,1,"i also love that it's rich and delicious, has a great shelf life (not that it lasts long in my house), and is easy to use.",snack,positive,5,B0032RPLSY,2012-01-30 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.02617976 -0.00571004 -0.0575719  ...  0.02991224  0.01381673
  0.00994674]",2,1.0,122,122,Flavor & Quality,Herbal
191,101,2,i'm off to melt a few spoonfuls onto some popcorn now!,snack,positive,5,B0032RPLSY,2012-01-30 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00355629 -0.02383106 -0.03495922 ... -0.01412017  0.02488089
 -0.01660038]",14,1.0,54,54,Flavor & Quality,Herbal
192,102,0,i've seen a lot of popular chefs use this in recipes but could never find it in the stores.,seasoning & spice,positive,5,B001225KGO,2012-03-24 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.00686388 -0.02917822 -0.04912386 ... -0.00334782 -0.00887594
  0.00011966]",37,1.0,91,91,Availability/Stock,
193,102,1,"this goes great in marinades, rubs, wings, spreads, etc.",seasoning & spice,positive,5,B001225KGO,2012-03-24 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.01962588  0.01241086 -0.00359786 ...  0.00416053 -0.01351691
  0.01547178]",7,1.0,56,56,Flavor & Quality,Herbal
194,102,2,a great addition to any spice/seasoning collection!,seasoning & spice,positive,5,B001225KGO,2012-03-24 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.00406531 -0.03217737 -0.03087647 ...  0.00551223 -0.01346034
  0.00364717]",15,1.0,51,51,Other,
196,104,0,the slots wernt exactly evenly spaced and its a bit stiff to pull out/push in.,other,positive,4,B004P4TL8E,2012-09-20 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.00591944 -0.0085212  -0.01779674 ... -0.02173605 -0.04157229
 -0.02191765]",14,1.0,78,78,Flavor & Quality,Herbal
197,105,0,my grandson came back from a scouting trip and said it was better than the energy bars they were given to eat.,baked goods,positive,5,B001CD1VI4,2011-10-19 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.03298634  0.02491    -0.0880907  ... -0.00506985  0.01841352
 -0.0177734 ]",16,1.0,110,110,Other,
198,105,1,i pop mine from the freezer into the microwave for about 20-30 seconds.,baked goods,positive,5,B001CD1VI4,2011-10-19 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.02976911 -0.02834079 -0.02139968 ... -0.00036765  0.03723644
 -0.00341731]",19,1.0,71,71,Packaging/Delivery,
199,106,0,"sustainably caught off the california coast, packaged as disclosed in a previous review.",staples,positive,5,B003H7YHUW,2010-09-01 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[ 0.01760512  0.03149654 -0.00279574 ...  0.02196102  0.04383827
 -0.0147291 ]",19,1.0,88,88,Packaging/Delivery,
200,106,1,"i feel a tad guilty buying 10 at at time at the local co-op but they are simply the best tasting sardines, distinctive and flavorful.",staples,positive,5,B003H7YHUW,2010-09-01 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[ 0.02612057 -0.02835239  0.01492014 ...  0.05080836  0.00025745
 -0.03182411]",2,1.0,133,133,Flavor & Quality,Herbal
201,106,2,"you know you are buying premium product compared to the plethora of sardine purveyors out there: nordic, portugal, mediterranean, etc...the cool waters off the california are well known for sardines",staples,positive,5,B003H7YHUW,2010-09-01 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[ 0.020109   -0.02138705 -0.01143453 ...  0.02000022  0.02663524
 -0.02001382]",32,1.0,198,198,Health/Nutrition,
202,109,0,i have tryed other multifuncutional seasoning and nothing surpasses spike. the taste alone will amaze you.,seasoning & spice,positive,5,B002LO5SFA,2012-03-22 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.01126223 -0.02811683 -0.07370104 ...  0.01557977 -0.00446193
 -0.03146944]",7,1.0,106,106,Flavor & Quality,Herbal
203,109,1,i use spike on every and all things that i cook even eggs.,seasoning & spice,positive,5,B002LO5SFA,2012-03-22 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.03884265 -0.04736497 -0.04171155 ...  0.01880254 -0.00656401
 -0.02268399]",33,1.0,58,58,Flavor & Quality,Sweetness
204,110,0,"this tea is wonderful and soothing, and even more soothing to get it shipped to the house!",tea,positive,5,B000GG0BPW,2010-01-19 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[ 0.01611631 -0.02322903 -0.02291597 ... -0.01958502 -0.00985512
  0.01589091]",25,1.0,90,90,Flavor & Quality,Aroma
205,110,1,"i have found it hard to find decaffeinated tea in the grocery store, so this is much easier.",tea,positive,5,B000GG0BPW,2010-01-19 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[-0.01089333 -0.01395633 -0.05811365 ...  0.00955848 -0.03237011
  0.00980876]",37,1.0,92,92,Availability/Stock,
212,113,0,royal oak is the very best at this moment.,snack,positive,5,B001EQ5LT4,2011-08-09 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.01779688  0.00632389  0.02769514 ...  0.01843962  0.03919312
 -0.00684166]",7,1.0,42,42,Flavor & Quality,Herbal
213,113,1,"there are a dozen other brands that i have tried and, speaking as a former virginian, this one is at the summit.",snack,positive,5,B001EQ5LT4,2011-08-09 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.02029522 -0.01541017 -0.01135566 ...  0.02677338  0.00137887
 -0.00749368]",7,1.0,112,112,Flavor & Quality,Herbal
